Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Structure	Adjacency	Type of Antecedent	Relativizer	RCSubj	RCSubjType	RClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
104848:52	probably just for our own safety when we're traveling and things *t*-2 that would be something 0 i'd like *-1 to know that *t*-3's going on.	something 0 i'd like *-1 to know that *t*-3's going on	0 i'd like *-1 to know 	that	be	something	something	empty	copula	adjacent	pronoun	0	i	1pro	4		1357	" ""FEMALE"""	1936	54	" ""NORTHERN"""	2	" ""CASH"""	29	55	A	3182	364	HOBBIES AND CRAFTS	2	2	2
104999:22	"but i think, uh, 0 the thing 0 i liked *t*-1 the best was, uh,"	the thing 0 i liked *t*-1 the best	0 i liked *t*-1 the best	the thing 0 i liked *t*-1 the best	was	the	thing	empty	copula	adjacent	definite	0	i	1pro	4		1379	" ""MALE"""	1933	57	" ""NORTHERN"""	2	" ""CASH"""	21	45	A	3186	316	RESTAURANTS	3	1	1
105686:17	"and it has just been the most relaxing, enjoyable, self-satisfying thing 0 i've had *t*-1."	"the most relaxing, enjoyable, self-satisfying thing 0 i've had *t*-1"	0 i've had *t*-1	it	has	the	thing	empty	copula	adjacent	unique	0	i	1pro	2		1357	" ""FEMALE"""	1936	54	" ""NORTHERN"""	2	" ""CASH"""	33	66	A	3195	357	FAMILY FINANCE	1	2	1
10816:6	"well the most recent movie 0 i saw *t*-1, uh, i'm afraid 0 *t*-2 was, uh,"	the most recent movie 0 i saw *t*-1	0 i saw *t*-1	movie	was	the	movie	nonempty	copula	adjacent	unique	0	i	1pro	2		1123	" ""FEMALE"""	1956	34	" ""SOUTH MIDLAND"""	3	" ""CASH"""	7	15	B	2109	348	MOVIES	1	1	1
108480:5	and the other thing 0 i don't like *t*-1 about it is 0 they have a tendency * to play the instrumental so loud that you can't understand what the lyrics are *t*-2	the other thing 0 i don't like *t*-1 about it	0 i don't like *t*-1	the other thing 0 i don't like *t*-1 about it	is	the	thing	empty	copula	adjacent	definite	0	i	1pro	5		1410	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	66	100	B	3236	335	RECYCLING	2	1	1
108598:46	"the one 0 i had *t*-1 most recently was, was one that, was, ha-, she, she describes *t*-2 as jim beard's favorite, um, summer menu, or something,"	the one 0 i had *t*-1 most recently	 0 i had *t*-1 most recently	the one 0 i had *t*-1 most recently	was	the	one	empty	copula	adjacent	definite	0	i	1pro	4	"this was not in the original data, but I thought it might be useful. This has two RCs, so I added an extra row for the second one "	1004	" ""FEMALE"""	1958	32	" ""NORTHERN"""	2	" ""GIFT"""	16	24	B	3237	343	HOUSES	1	1	1
108829:24	"so i think 0 that would be one thing 0 i would definitely consider *t*-1 * try *-6 to find a school within the state that, um, i liked *t*-3 well enough *-2 to attend."	one thing 0 i would definitely consider *t*-1	0 i would definitely consider *t*-1	that	be	one	thing	empty	copula	adjacent	indefinite	0	i	1pro	4		1098	" ""FEMALE"""	1957	33	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	125	147	A	3237	343	HOUSES	1	1	1
108962:23	"um. well, i guess 0 the only comparison 0 i had ever heard *t*-1 was between a, a christian college, because i thought about *-2 attending abilene christian instead of texas tech"	the only comparison 0 i had ever heard *t*-1	0 i had ever heard *t*-1	the only comparison 0 i had ever heard *t*-1	was	the	comparison	nonempty	copula	adjacent	unique	0	i	1pro	4		1094	" ""FEMALE"""	1960	30	" ""SOUTH MIDLAND"""	2	" ""CASH"""	10	11	B	3238	329	WOMEN'S ROLES	1	1	1
109511:5	and one thing 0 i really like *t*-1 is 0 it has big trees everywhere	one thing 0 i really like *t*-1	0 i really like *t*-1	one thing 0 i really like *t*-1	is	one	thing	empty	copula	adjacent	indefinite	0	i	1pro	3		1413	" ""MALE"""	1940	50	" ""SOUTH MIDLAND"""	2	" ""CASH"""	75	104	A	3242	354	DRUG TESTING	1	1	1
110775:17	"and the, the one thing 0 i see 0 *t*-1 is changing is 0 i was held *-2 accountable so much"	the one thing 0 i see 0 *t*-1 is changing	0 i see 0 *t*-1 is changing	the one thing 0 i see 0 *t*-1 is changing	is	the	thing	empty	copula	adjacent	definite	0	i	1pro	5		1377	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	18	27	B	3256	322	CAPITAL PUNISHMENT	2	3	1
111202:5	"and the first thing 0 i did *t*-1 was * planted all kinds of trees,"	the first thing 0 i did *t*-1	0 i did *t*-1	the first thing 0 i did *t*-1	was	the	thing	empty	copula	adjacent	unique	0	i	1pro	2		1351	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	134	180	B	3259	316	RESTAURANTS	1	1	1
11368:3	"the one thing 0 i don't like *t*-1 about the newspaper also is, uh,"	the one thing 0 i don't like *t*-1 about the newspaper	0 i don't like *t*-1	the one thing 0 i don't like *t*-1 about the newspaper	is	the	thing	empty	copula	adjacent	pronoun	0	i	1pro	3		1055	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	111	198	A	2111	335	RECYCLING	1	1	1
114337:8	"well, the thing 0 i think that *t*-1 annoys me the most is, 0 i have, i have young children, a baby in the house"	the thing 0 i think that *t*-1 annoys me the most	0 i think that *t*-1 annoys me the most	the thing 0 i think that *t*-1 annoys me the most	is	the	thing	empty	copula	adjacent	definite	0	i	1pro	7		1412	" ""FEMALE"""	1961	29	" ""WESTERN"""	2	" ""CASH"""	35	60	A	3303	319	BASKETBALL	2	2	3
114353:12	that's exactly the kind of thing 0 i would have said *t*-1.	the kind of thing 0 i would have said *t*-1	0 i would have said *t*-1	that	is	the	kind	empty	copula	adjacent	definite	0	i	1pro	4		1422	" ""MALE"""	1956	34	" ""SOUTHERN"""	2	" ""CASH"""	42	69	B	3303	319	BASKETBALL	2	2	3
115126:3	"one in-, real interesting book 0 i read *t*-1 recently was, when i was looking for a job *t*-2,"	"one in-, real interesting book 0 i read *t*-1 recently"	0 i read *t*-1 recently	"one in-, real interesting book 0 i read *t*-1 recently"	was	one	book	nonempty	copula	adjacent	indefinite	0	i	1pro	3		1419	" ""FEMALE"""	1949	41	" ""NORTH MIDLAND"""	2	" ""CASH"""	10	16	B	3311	310	VACATION SPOTS	3	5	3
115539:13	"but, it's something 0 i've always enjoyed *t*-1."	something 0 i've always enjoyed *t*-1	0 i've always enjoyed *t*-1	it	is	something	something	empty	copula	adjacent	pronoun	0	i	1pro	3		1362	" ""FEMALE"""	1942	48	" ""NYC"""	3	" ""CASH"""	21	24	A	3313	312	CRIME	3	3	2
115952:28	"that's, that's the biggest mess 0 i've ever heard of *t*-1."	the biggest mess 0 i've ever heard of *t*-1	0 i've ever heard of *t*-1	that	is	the	mess	nonempty	copula	adjacent	unique	0	i	1pro	4		1414	" ""FEMALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	23	34	A	3317	343	HOUSES	1	2	2
116089:13	"but two weeks is the longest vacation 0 i'll have ever taken *t*-1 there,"	the longest vacation 0 i'll have ever taken *t*-1 there	0 i'll have ever taken *t*-1 there	two weeks	is	the	vacation	nonempty	copula	adjacent	unique	0	i	1pro	5		1315	" ""FEMALE"""	1943	47	" ""SOUTH MIDLAND"""	3	" ""CASH"""	84	111	B	3317	343	HOUSES	1	2	2
116211:31	"probably, maybe the rejuvenating cream is the only other thing 0 i would use *t*-1."	the only other thing 0 i would use *t*-1	0 i would use *t*-1	the rejuvenating cream	is	the	thing	empty	copula	adjacent	definite	0	i	1pro	3		1353	" ""MALE"""	1943	47	" ""MIXED"""	3	" ""NONE"""	22	38	B	3320	312	CRIME	2	2	3
116672:70	"and i usually have kids around so i don't end, end up *-1 watching that one is the only problem 0 i have *t*-2 with it, i guess 0 *t*-3."	the only problem 0 i have *t*-2 with it	0 i have *t*-2 with it	i	have	the	problem	nonempty	copula	adjacent	unique	0	i	1pro	4	"I think the ""I have"" here is existential, rather than possessive.  But the relevant verb is ""is""."	1399	" ""FEMALE"""	1949	41	" ""SOUTH MIDLAND"""	2	" ""CASH"""	15	24	A	3325	351	PETS	2	2	1
119163:12	that's about the only kind 0 i know how * to do *t*-1 *t*-2.	the only kind 0 i know how * to do *t*-1 *t*-2	0 i know how * to do *t*-1 *t*-2	that	is	the	kind	empty	copula	adjacent	unique	0	i	1pro	5		1301	" ""FEMALE"""	1964	26	" ""WESTERN"""	3	" ""CASH"""	36	74	B	3349	364	HOBBIES AND CRAFTS	1	1	1
11927:11	"i mean the stuff 0 i've read *t*-1 recently in technology review basically indicates that acid rain may be a little bit, uh, overstated. that a lot of the die off 0 they've seen *t*-2 in forests may not really be due to acid rain at all."	the stuff 0 i've read *t*-1 recently in technology review	0 i've read *t*-1 recently in technology review	the stuff 0 i've read *t*-1 recently in technology review	be	the	stuff	empty	copula	adjacent	definite	0	i	1pro	3		1087	" ""MALE"""	1958	32	" ""NORTHERN"""	3	" ""CASH"""	44	83	B	2121	302	AIR POLLUTION	2	2	1
119609:10	"that's another thing 0 i don't understand *t*-1 is, is, is things like * selling technology and, uh, even military hardware to foreign governments and then forgiving their debt"	another thing 0 i don't understand *t*-1	0 i don't understand *t*-1	that	is	another	thing	empty	copula	adjacent	pronoun	0	i	1pro	3		1420	" ""MALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""CASH"""	25	50	A	3353	321	CAMPING	1	1	1
121264:11	and matlock is another good one 0 i watch *t*-1.	another good one 0 i watch *t*-1	0 i watch *t*-1	matlock	is	another	one	empty	copula	adjacent	pronoun	0	i	1pro	2		1420	" ""MALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""CASH"""	69	101	A	3369	348	MOVIES	1	1	1
121272:9	"that's the only one 0 i watch *t*-1 whenever i, oh,"	"the only one 0 i watch *t*-1 whenever i, oh"	"0 i watch *t*-1 whenever i, oh"	that	is	the	one	empty	copula	adjacent	unique	0	i	1pro	5	"Counted the ""oh"" as part of the RC Length. Couldn’t get a complete RC Length because the sentence was not complete."	1355	" ""MALE"""	1968	22	" ""SOUTH MIDLAND"""	3	" ""CASH"""	72	107	B	3369	348	MOVIES	1	1	1
121384:9	that's a show 0 i like *t*-1.	a show 0 i like *t*-1	0 i like *t*-1	that	is	a	show	nonempty	copula	adjacent	indefinite	0	i	1pro	2		1428	" ""MALE"""	1971	19	" ""SOUTHERN"""	2	" ""CASH"""	38	66	B	3375	353	PUBLIC EDUCATION	2	1	1
12208:13	so it wasn't something 0 i really wanted *-1 to make *t*-2.	something 0 i really wanted *-1 to make *t*-2	0 i really wanted *-1 to make *t*-2	it	was	something	something	empty	copula	adjacent	pronoun	0	i	1pro	5		1026	" ""FEMALE"""	1957	33	" ""SOUTHERN"""	2	" ""GIFT"""	16	22	B	2124	306	RECIPES/FOOD/COOKING	1	1	1
12227:37	i don't know if it's me or the water or the recipe 0 i have *t*-1	the recipe 0 i have *t*-1	0 i have *t*-1	it	do	the	recipe	nonempty	copula	adjacent	definite	0	i	1pro	2	Calling this copula because I suspect that there's more information that comes with the end of this sentence.	1026	" ""FEMALE"""	1957	33	" ""SOUTHERN"""	2	" ""GIFT"""	22	35	B	2124	306	RECIPES/FOOD/COOKING	1	1	1
122334:44	"uh, well, i, i guess 0 it's a subject 0 i haven't thought too much about *t*-1."	a subject 0 i haven't thought too much about *t*-1	0 i haven't thought too much about *t*-1	it	is	a	subject	nonempty	copula	adjacent	indefinite	0	i	1pro	6		1343	" ""MALE"""	1933	57	" ""SOUTH MIDLAND"""	3	" ""CASH"""	10	17	B	3393	313	WEATHER CLIMATE	5	1	1
124161:49	"well, i think, *-1 thinking back, i think 0 the only style 0 i hope 0 *t*-2 doesn't come back is bell bottoms."	the only style 0 i hope 0 *t*-2 doesn't come back	0 i hope 0 *t*-2 doesn't come back	the only style 0 i hope 0 *t*-2 doesn't come back	is	the	style	nonempty	copula	adjacent	unique	0	i	1pro	5		1420	" ""MALE"""	1966	24	" ""NORTH MIDLAND"""	2	" ""CASH"""	95	150	A	3411	320	BUYING A CAR	1	1	1
125747:3	"everybody 0 i've talked to *t*-1 that *t*-2 owns one, has, has, has been real pleased with it,"	everybody 0 i've talked to *t*-1 that *t*-2 owns one	0 i've talked to *t*-1	everybody 0 i've talked to *t*-1 that *t*-2 owns one	be	everybody	everybody	empty	copula	adjacent	pronoun	0	i	1pro	3		1095	" ""MALE"""	1958	32	" ""MIXED"""	3	" ""GIFT"""	19	21	A	3447	303	CLOTHING AND DRESS	3	2	2
125755:14	"but lebaron would be the next car 0 i get *t*-1,"	the next car 0 i get *t*-1	0 i get *t*-1	lebaron	be	the	car	nonempty	copula	adjacent	unique	0	i	1pro	2		1004	" ""FEMALE"""	1958	32	" ""NORTHERN"""	2	" ""GIFT"""	22	27	B	3447	303	CLOTHING AND DRESS	3	2	2
125819:15	"next, next car 0 i get *t*-1's going *-2 to be a four door *ich*-3 too. something with some room."	next car 0 i get *t*-1	0 i get *t*-1	next car 0 i get *t*-1	going	next	car	nonempty	copula	adjacent	unique	0	i	1pro	2		1004	" ""FEMALE"""	1958	32	" ""NORTHERN"""	2	" ""GIFT"""	48	64	B	3447	303	CLOTHING AND DRESS	3	2	2
125915:9	that's something 0 i could learn *t*-1 actually.	something 0 i could learn *t*-1 actually	0 i could learn *t*-1 actually	that	is	something	something	empty	copula	adjacent	pronoun	0	i	1pro	4		1400	" ""FEMALE"""	1942	48	" ""MIXED"""	2	" ""CASH"""	2	3	A	3449	352	POLITICS	4	3	2
126023:16	your shitty golf is probably the best golf 0 i've ever seen *t*-1.	the best golf 0 i've ever seen *t*-1	0 i've ever seen *t*-1	your shitty golf	is	the	golf	nonempty	copula	adjacent	unique	0	i	1pro	3		1400	" ""FEMALE"""	1942	48	" ""MIXED"""	2	" ""CASH"""	44	71	A	3449	352	POLITICS	4	3	2
126134:14	"well, that's the thing 0 i hated *t*-1 too about, uh, radio shack."	"the thing 0 i hated *t*-1 too about, uh, radio shack"	0 i hated *t*-1 too	that	is	the	thing	empty	copula	adjacent	definite	0	i	1pro	2		1353	" ""MALE"""	1943	47	" ""MIXED"""	3	" ""NONE"""	87	139	B	3449	352	POLITICS	4	3	2
127194:31	"and i've, i think 0 the most exercise 0 i've gotten *t*-1 in the last three to four month is *-4 jumping up and down *-2 to go *-3 answer the kids' questions."	the most exercise 0 i've gotten *t*-1 in the last three to four month	0 i've gotten *t*-1 in the last three to four month	the most exercise 0 i've gotten *t*-1 in the last three to four month	is	the	exercise	nonempty	copula	adjacent	unique	0	i	1pro	9		1388	" ""MALE"""	1967	23	" ""NORTH MIDLAND"""	3	" ""CASH"""	26	53	B	3476	347	METRIC SYSTEM	3	1	4
127495:11	and that's one thing 0 i don't like *t*-1 about people.	one thing 0 i don't like *t*-1 about people	0 i don't like *t*-1	that	is	one	thing	empty	copula	adjacent	indefinite	0	i	1pro	3		1464	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	36	51	A	3491	348	MOVIES	3	4	3
127572:9	that's the only one 0 i've got *t*-1 now for this area.	the only one 0 i've got *t*-1 now for this area	0 i've got *t*-1 now for this area	that	is	the	one	empty	copula	adjacent	unique	0	i	1pro	6		1464	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	66	98	A	3491	348	MOVIES	3	4	3
129262:25	"and, uh, it's interesting because the county 0 i live in *t*-1,"	the county 0 i live in *t*-1	0 i live in *t*-1	it	is	the	county	nonempty	copula	adjacent	definite	0	i	1pro	2		1461	" ""FEMALE"""	1962	28	" ""WESTERN"""	2	" ""CASH"""	48	73	A	3515	335	RECYCLING	1	1	2
129843:8	"oh, one thing 0 i thought about *t*-1 the other day were batteries,"	one thing 0 i thought about *t*-1 the other day	0 i thought about *t*-1 the other day	one thing 0 i thought about *t*-1 the other day	were	one	thing	empty	copula	adjacent	indefinite	0	i	1pro	6		1001	" ""MALE"""	1940	50	" ""WESTERN"""	3	" ""GIFT"""	8	12	B	3524	358	FAMILY LIFE	3	3	2
129891:5	"and one thing 0 i thought 0 *t*-1 was interesting was that the driver had something on his belt that he, uh, scanned *t*-2 across the little bar code on our bin as soon as he took the stuff"	one thing 0 i thought 0 *t*-1 was interesting	0 i thought 0 *t*-1 was interesting	one thing 0 i thought 0 *t*-1 was interesting	was	one	thing	empty	copula	adjacent	indefinite	0	i	1pro	4		1001	" ""MALE"""	1940	50	" ""WESTERN"""	3	" ""GIFT"""	32	40	B	3524	358	FAMILY LIFE	3	3	2
130609:8	"uh, the closest thing 0 i did *t*-1 was * go to some like, uh, restored castles and stuff."	the closest thing 0 i did *t*-1	0 i did *t*-1	the closest thing 0 i did *t*-1	was	the	thing	empty	copula	adjacent	unique	0	i	1pro	2		1325	" ""MALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	93	127	B	3526	325	COMPUTERS	4	1	2
130830:8	"uh, another thing 0 i thought of *t*-1, i guess, 0 *-3 to recycle *t*-2 would be like clothes, because i mean everybody gets rid *-4 of their clothes sometime or other."	"another thing 0 i thought of *t*-1, i guess, 0 *-3 to recycle *t*-2"	0 i thought of *t*-1 I guess to recycle	"another thing 0 i thought of *t*-1, i guess, 0 *-3 to recycle *t*-2"	be	another	thing	empty	copula	adjacent	pronoun	0	i	1pro	6		1315	" ""FEMALE"""	1943	47	" ""SOUTH MIDLAND"""	3	" ""CASH"""	25	34	B	3539	356	EXERCISE AND FITNESS	2	2	1
130913:37	"i'm getting older and, uh, not sure that's something 0 i want *-1 to do *t*-2."	something 0 i want *-1 to do *t*-2	0 i want *-1 to do *t*-2	i	am	something	something	empty	copula	adjacent	pronoun	0	i	1pro	4		1349	" ""FEMALE"""	1965	25	" ""NEW ENGLAND"""	3	" ""GIFT"""	56	86	A	3539	356	EXERCISE AND FITNESS	2	2	1
131872:13	"the one iron is something 0 i've been thinking because my driver's gone so badly lately that i, i should pick *t*-2 one up and try *-1 to start."	"something 0 i've been thinking because my driver's gone so badly lately that i, i should pick *t*-2 one up and try *-1 to start"	"0 i've been thinking because my driver's gone so badly lately that i, i should pick *t*-2 one up and try *-1 to start"	the one iron	is	something	something	empty	copula	adjacent	pronoun	0	i	1pro	10		1400	" ""FEMALE"""	1942	48	" ""MIXED"""	2	" ""CASH"""	57	99	A	3551	353	PUBLIC EDUCATION	1	1	1
132541:8	"uh, the only thing 0 i'm, i'm thankful of *t*-1 is that we don't have *-2 to pay any income tax in, in texas."	"the only thing 0 i'm, i'm thankful of *t*-1"	"0 i'm, i'm thankful of *t*-1"	"the only thing 0 i'm, i'm thankful of *t*-1"	is	the	thing	empty	copula	adjacent	unique	0	i	1pro	4	counted repeated words in RC length	1463	" ""MALE"""	1955	35	" ""SOUTHERN"""	2	" ""CASH"""	55	98	A	3573	320	BUYING A CAR	1	1	1
132892:13	"if i had all the money 0 i wanted *t*-1, then that's whole different matter."	all the money 0 i wanted *t*-1	0 i wanted *t*-1	that	is	all	money	nonempty	copula	adjacent	definite	0	i	1pro	2		1051	" ""MALE"""	1954	36	" ""SOUTH MIDLAND"""	2	" ""CASH"""	62	94	A	3576	361	GARDENING	1	1	1
133028:3	"one thing 0 i, i really liked *t*-1 about, about the dodge daytona is the fact that they have, uh, this seven year warranty."	"one thing 0 i, i really liked *t*-1 about, about the dodge daytona"	"0 i, i really liked *t*-1 about, about the dodge daytona"	"one thing 0 i, i really liked *t*-1 about, about the dodge daytona"	is	one	thing	empty	copula	adjacent	indefinite	0	i	1pro	9	counted repeated words in RC length	1325	" ""MALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	24	35	B	3580	368	SPACE FLIGHT AND EXPLORATION	2	1	1
13304:13	"i guess 0 the, uh, biggest thing 0 i f-, find *t*-1 is the financial aspects, uh, particularly, the ability *ich*-2 of people * to access, you know, your financial records or, for example your credit, uh, rating almost at will."	"the, uh, biggest thing 0 i f-, find *t*-1"	"0 i f-, find *t*-1"	"the, uh, biggest thing 0 i f-, find *t*-1"	is	the	thing	empty	copula	adjacent	unique	0	i	1pro	6		1018	" ""FEMALE"""	1962	28	" ""SOUTH MIDLAND"""	3	" ""GIFT"""	95	150	A	2139	336	RIGHT TO PRIVACY	1	2	1
133769:29	"well, um, well probably the last thing 0 i did *t*-1 was, uh, * paint and wallpaper kids room"	the last thing 0 i did *t*-1	0 i did *t*-1	the last thing 0 i did *t*-1	was	the	thing	empty	copula	adjacent	unique	0	i	1pro	2		1455	" ""FEMALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	112	169	B	3586	364	HOBBIES AND CRAFTS	1	2	1
135446:33	"it, and it's funny because the one 0 i have *t*-1, every single month without fail she has babies."	the one 0 i have *t*-1	0 i have *t*-1	she	has	the	one	empty	copula	adjacent	definite	0	i	1pro	2		1455	" ""FEMALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	81	137	A	3628	310	VACATION SPOTS	1	1	1
137125:3	"the only thing 0 i've had *t*-1 lately is, uh, 0 my kids got all these barbie kind of toys for, uh, christmas"	the only thing 0 i've had *t*-1 lately	0 i've had *t*-1 lately	the only thing 0 i've had *t*-1 lately	is	the	thing	empty	copula	adjacent	unique	0	i	1pro	3		1383	" ""MALE"""	1947	43	" ""NORTH MIDLAND"""	2	" ""CASH"""	61	82	B	3658	342	UNIVERSAL HEALTH INS	1	1	2
