Item_ID	Sentence	NP	RC	MatSubj	MatV	Det	HeadNoun	HeadSpecificity	Matrix Clause Type	Adjacency	Type of Antecedent	Relativizer	RClength	CorrectedRClength	Comments	Speaker_ID	Speaker_sex	Speaker_birthdate	Speaker_Age	Speaker_dialect	Speaker_education	Speaker_payment	TURNinCONV	TOPinCONV	Speaker_AB	Conversation_ID	Conversation_topic_ID	Conversation_topic	Conversation_transcription-difficulty	Conversation_topic-variability	Conversation_naturalness
67877:69	"well, well, i guess, though, 0 where i would have a problem with it if i were on the jury that, that, *t*-3 put, that *t*-1 handed down the death sentence because it *exp*-2 was my judgement 0 the person's guilty."	"the jury that, that, *t*-3 put, that *t*-1 handed down the death sentence"	that *t*-1 handed down the death sentence	i	were	the	jury	nonempty	copula	3	definite	that	7	5		1233	" ""FEMALE"""	1931	59	" ""NEW ENGLAND"""	3	" ""CASH"""	26	39	B	2756	310	VACATION SPOTS	2	1	1
50918:10	"uh, the special on channel thirteen that *t*-2 was broadcast *-1, i think *rnr*-3, last week or so ago, it detailed how this one person went about *-6 finding out this particular pers-, from this particular person his home mortgage, how much he pays *t*-4 for it, what his payments are *t*-5, uh, his, uh, social security number, driver's license, any kind of records 0 he may have *t*-7. uh, their credit card and the status of their credit *t*-8."	"the special on channel thirteen that *t*-2 was broadcast *-1, i think *rnr*-3, last week or so ago"	"that *t*-2 was broadcast *-1, i think *rnr*-3, last week or so ago"	it	detailed	the	special	nonempty	lone head	3	definite	that	13	11		1027	" ""FEMALE"""	1961	29	" ""NORTH MIDLAND"""	2	" ""CASH"""	74	119	B	2566	323	CHILD CARE	2	2	2
64171:72	"and close to that, what *t*-1's called *-2 duck creek that *t*-3 runs through part of garland, that's the part that *t*-4 always seems *-5 to get hardest hit *-6 when there's, there's the hard rain *t*-7."	"the part that *t*-4 always seems *-5 to get hardest hit *-6 when there's, there's the hard rain *t*-7"	"that *t*-4 always seems *-5 to get hardest hit *-6 when there's, there's the hard rain *t*-7"	that	called	the	what	empty	lone head	3	definite	that	19	17	"two RCs in this example, so added an entry for this one; arguably, creek should be the head, and it should be adjacent"	1239	" ""MALE"""	1936	54	" ""SOUTH MIDLAND"""	3	" ""CASH"""	50	56	B	2691	343	HOUSES	2	1	1
84248:5	"like that girl in new york that *t*-1 got beat *-2 up by, you know, when she was jogging in central park *t*-3, a couple of years ago?"	"that girl in new york that *t*-1 got beat *-2 up by, you know, when she was jogging in central park *t*-3, a couple of years ago"	"that *t*-1 got beat *-2 up by, you know, when she was jogging in central park *t*-3, a couple of years ago"			that	girl	empty	lone head	3	definite	that	22	20		1105	" ""FEMALE"""	1944	46	" ""NYC"""	3	" ""CASH"""	37	67	A	2998	302	AIR POLLUTION	2	2	2
95484:12	* seems like the whole group of city employees that *t*-1's raising a stink over it.	the whole group of city employees that *t*-1's raising a stink over it	that *t*-1's raising a stink over it	*	seems	the	group	empty	lone head	3	definite	that	8	6		1004	" ""FEMALE"""	1958	32	" ""NORTHERN"""	2	" ""GIFT"""	22	33	B	3096	329	WOMEN'S ROLES	4	3	1
138530:26	"and, uh, then this summer i got the thing from the school that *t*-1 says things 0 * to work with the kids on *t*-2"	the thing from the school that *t*-1 says things 0 * to work with the kids on *t*-2	that *t*-1 says things 0 * to work with the kids on *t*-2	i	got	the	thing	empty	possessive	3	definite	that	13	11		1313	" ""FEMALE"""	1956	34	" ""SOUTH MIDLAND"""	2	" ""CASH"""	40	64	B	3691	351	PETS	1	1	1
89233:26	"and he, he has that merry look about his eyes that *t*-1 looks like he stays in mischief all time."	that merry look about his eyes that *t*-1 looks like he stays in mischief all time	that *t*-1 looks like he stays in mischief all time	he	has	that	look	nonempty	possessive	3	definite	that	10	8		1229	" ""FEMALE"""	1950	40	" ""NORTHERN"""	3	" ""CASH"""	43	87	A	3056	311	BOOKS AND LITERATURE	2	1	1
504:33:00	"and, um, but i'm really the only woman, i guess, at work that *t*-1 does that,"	"the only woman, i guess, at work that *t*-1 does that"	that *t*-1 does that	i	'm	the only woman	work	nonempty	copula	4	definite	that	4	2		1057	" ""FEMALE"""	1963	27	" ""NORTH MIDLAND"""	2	" ""CASH"""	46	68	B	2008	303	CLOTHING AND DRESS	1	1	3
111905:20	"in fact, you're about the third or fourth person in the last month that *t*-1 said that."	the third or fourth person in the last month that *t*-1 said that	that *t*-1 said that	you	're	the	person	empty	copula	4	definite	that	4	2		1351	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	69	103	A	3268	310	VACATION SPOTS	1	1	1
175965:26	"so but the other thing that you referred to *t*-2 that *t*-3 always sounds really interesting to me is, is called *-4 c span."	the other thing that you referred to *t*-2 that *t*-3 always sounds really interesting to me	that *t*-3 always sounds really interesting to me	the other thing that you referred to *t*-2 that *t*-3 always sounds really interesting to me	is	the	thing	empty	copula	4	definite	that	8	6		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
48923:38	"and, you know, this, this was her father, uh, you know, that, that *t*-1 got killed *-2, you know, just cold-blooded murder, him and three other people,"	"her father, uh, you know, that, that *t*-1 got killed *-2, you know, just cold-blooded murder"	"that, that *t*-1 got killed *-2, you know, just cold-blooded murder"	this	know	her	father	nonempty	copula	4	definite	that	11	9		1055	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	78	125	A	2548	320	BUYING A CAR	1	2	1
2192:03:00	"the other thing that we've done *t*-1, that, that *t*-2 was really nice 0 * to see *t*-3, we had one of the financial companies, um,"	"the other thing that we've done *t*-1, that, that *t*-2 was really nice 0 * to see *t*-3"	"that, that *t*-2 was really nice 0 * to see *t*-3"	we	had	the	thing	empty	lone head	4	definite	that	11	9		1138	" ""FEMALE"""	1961	29	" ""SOUTH MIDLAND"""	2	" ""CASH"""	45	91	A	2022	357	FAMILY FINANCE	1	1	1
61820:58	and you'll find all these things and you'll find the monitors forty dollars and the card that *t*-1 drives the monitor that *t*-2 goes in the back of the board for twenty-five dollars which *t*-3 is amazing to me.	the card that *t*-1 drives the monitor that *t*-2 goes in the back of the board	that *t*-1 drives the monitor	you	find	the	card	nonempty	other	4	definite	that	5	15	"three RCs in this example, so added an entry for second one; third is non-restrictive"	1252	" ""FEMALE"""	1933	57	" ""WESTERN"""	2	" ""CASH"""	77	146	A	2658	366	CONSUMER GOODS	2	3	2
11776:9	"it was the matter that they were not wealthy, that *t*-1 made them equal."	"the matter that they were not wealthy, that *t*-1 made them equal"	that *t*-1 made them equal	it	was	the	matter	nonempty	cleft	5	definite	that	5	3		1123	" ""FEMALE"""	1956	34	" ""SOUTH MIDLAND"""	3	" ""CASH"""	12	21	A	2120	329	WOMEN'S ROLES	1	1	1
171450:27	"and, uh the, uh, the blade 0 they sent me *t*-2 at first that *t*-1 went into the machine, it looked, you know, perfectly okay"	the blade 0 they sent me *t*-2 at first that *t*-1 went into the machine	that *t*-1 went into the machine	it	looked	the	blade	nonempty	lone head	5	definite	that	6	4		1437	" ""FEMALE"""	1941	49	" ""NORTHERN"""	2	" ""CASH"""	73	92	A	4733	353	PUBLIC EDUCATION	2	1	1
168998:3	"the aids population i guess that *t*-2 have it, that *t*-1 don't know 0 they do are spreading it."	"the aids population i guess that *t*-2 have it, that *t*-1 don't know 0 they do"	that *t*-2 have it	"the aids population i guess that *t*-2 have it, that *t*-1 don't know 0 they do"	are	the	population	nonempty	other	5	definite	that	4	4	"two RCs in this example, so added an entry for this one"	1190	" ""MALE"""	1941	49	" ""NYC"""	3	" ""GIFT"""	9	17	A	4649	323	CHILD CARE	1	1	1
6577:10:00	wasn't * jimmy carter's mama that *t*-1 was in the peace corps?	jimmy carter's mama that *t*-1 was in the peace corps	that *t*-1 was in the peace corps			jimmy carter's	mama	nonempty	cleft	adjacent	definite	that	7	5	"Not grammatical sentence; I inferred missing ""it"" subject and coded as cleft."	1140	" ""MALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	29	48	A	2065	327	UNIVERSAL PBLIC SERV	1	3	1
107621:25	"um, well, see it's more my grandma that *t*-1 feels that way."	my grandma that *t*-1 feels that way	that *t*-1 feels that way	it		my	grandma	nonempty	cleft	adjacent	definite	that	5	3		1412	" ""FEMALE"""	1961	29	" ""WESTERN"""	2	" ""CASH"""	1	2	A	3229	306	RECIPES/FOOD/COOKING	1	1	1
120936:29	"it's never the, uh, the person that *t*-1's making a hundred thousand there."	the person that *t*-1's making a hundred thousand there	that *t*-1's making a hundred thousand there	it		the	person	empty	cleft	adjacent	definite	that	8	6	"This is a cleft, but the RC isn't in the predicate position (which is occupied by ""there"").  Rather, the RC is internal to the focused NP.  Still the matrix clause is a cleft."	1414	" ""FEMALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	49	68	A	3368	336	RIGHT TO PRIVACY	2	1	1
64780:9	it's the looper that *t*-1 goes around the city	the looper that *t*-1 goes around the city	that *t*-1 goes around the city	it		the	looper	nonempty	cleft	adjacent	definite	that	6	4	might be copula; can't tell whether it is referential	1251	" ""FEMALE"""	1945	45	" ""NORTHERN"""	2	" ""CASH"""	142	276	B	2703	311	BOOKS AND LITERATURE	2	3	1
17522:2	"i mean it's not just the exercise that *t*-1's boring and time consuming,"	the exercise	that *t*-1's boring and time consuming			the	exercise	nonempty	cleft	adjacent	definite	that	4	5		1075	" ""FEMALE"""	1957	33	" ""MIXED"""	2	" ""CASH"""	104	160	B	2229	356	EXERCISE AND FITNESS	2	2	2
44276:82	"it's always the minority that *t*-1 are, are trying *-4 to make the country better *t*-3"	the minority	"that *t*-1 are, are trying *-4 to make the country better *t*-3"			the	minority	nonempty	cleft	adjacent	definite	that	8	9		1123	" ""FEMALE"""	1956	34	" ""SOUTH MIDLAND"""	3	" ""CASH"""	40	55	B	2504	355	ELECTIONS AND VOTING	3	2	1
83420:2	"and it was, it was the alternator that *t*-1 was blowing the fuse."	the alternator	that *t*-1 was blowing the fuse			the	alternator	nonempty	cleft	adjacent	definite	that	4	5		1015	" ""FEMALE"""	1967	23	" ""NEW ENGLAND"""	2	" ""9"""	9	20	B	2970	312	CRIME	5	2	1
86557:17	*-1 to be the law abiding citizen that *t*-2's going *-3 to comply with that					the	citizens	nonempty	cleft	adjacent	definite	that	5	6	"Left truncated:  starts with ""it's going"""	1072	" ""FEMALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""CASH"""	114	176	B	3030	306	RECIPES/FOOD/COOKING	1	1	1
86831:12	"it's corpus christi, that *t*-1 had the highest rates per hand gun death in america uh, per capita"	corpus christi	"that *t*-1 had the highest rates per hand gun death in america uh, per capita"			0	corpus christi	nonempty	cleft	adjacent	definite	that	13	14		1266	" ""FEMALE"""	1947	43	" ""NYC"""	3	" ""CASH"""	73	119	A	3038	348	MOVIES	2	2	2
110339:2	"it's just our bleeding heart liberals that *t*-1 would fight it to-, tooth and nail, you know"	our bleeding heart liberals	"that *t*-1 would fight it to-, tooth and nail"			our	liberals	nonempty	cleft	adjacent	definite	that	7	8		1334	" ""FEMALE"""	1963	27	" ""NEW ENGLAND"""	3	" ""CASH"""	7	19	B	3252	351	PETS	1	1	1
144597:40	it's the drug problem that *t*-1 needs *-2 to be addressed *-3	the drug problem	that *t*-1 needs *-2 to be addressed *-3			the	problem	nonempty	cleft	adjacent	definite	that	5	6		1360	" ""MALE"""	1963	27	" ""WESTERN"""	2	" ""CASH"""	20	28	B	3850	339	TV PROGRAMS	1	1	1
162754:2	so maybe it's the law that *t*-1 wrong in their eyes	the law	that *t*-1 wrong			the	law	nonempty	cleft	adjacent	definite	that	4	5		1524	" ""MALE"""	1963	27	" ""WESTERN"""	2	" ""CASH"""	27	41	A	4342	349	NEWS MEDIA	3	3	2
168942:35	really it's the government that *t*-2's requiring this	the government	that *t*-2's requiring this			the	government	nonempty	cleft	adjacent	definite	that	2	3		1197	" ""MALE"""	1947	43	" ""WESTERN"""	0	" ""NONE"""	43	72	A	4646	305	CARE OF THE ELDERLY	1	1	1
176642:2	so it's the government that *t*-1's mandating it to a certain extent?.	the government	that *t*-1's mandating it to a certain extent			the	government	nonempty	cleft	adjacent	definite	that	6	7		1662	" ""MALE"""	1959	31	" ""WESTERN"""	2	" ""CASH"""	94	120	B	4936	370	WOODWORKING	2	1	1
3782:03:00	"the thing that *t*-2 sticks out most in my mind is that, like a kid's place area."	the thing that *t*-2 sticks out most in my mind	that *t*-2 sticks out most in my mind	the thing that *t*-2 sticks out most in my mind	is	the	thing	empty	copula	adjacent	definite	that	8	6		1107	" ""FEMALE"""	1961	29	" ""WESTERN"""	2	" ""GIFT"""	46	85	B	2035	358	FAMILY LIFE	1	1	1
9052:10:00	"most of the okra that *t*-1 is growing around higher is, is, uh, later okra."	the okra that *t*-1 is growing around higher	that *t*-1 is growing around higher	most of the okra that *t*-1 is growing around higher	is	the	okra	nonempty	copula	adjacent	definite	that	6	4		1008	" ""FEMALE"""	1939	51	" ""MIXED"""	1	" ""GIFT"""	62	133	B	2093	364	HOBBIES AND CRAFTS	1	2	3
9090:48:00	", i mean, i, i guess 0 it's the stuff that *t*-1 comes out of automobile exhaust, you know,"	the stuff that *t*-1 comes out of automobile exhaust	that *t*-1 comes out of automobile exhaust	it	mean	the	stuff	empty	copula	adjacent	definite	that	7	5		1072	" ""FEMALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""CASH"""	1	1	A	2094	302	AIR POLLUTION	1	1	1
103910:11	"but for me the thing that *t*-1 strikes me is 0 i, uh, * growing up in rural south dakota where, hey the farmers brought their eggs to town and the local hatchery would candle them and package them *t*-4 is that, uh, in the fifties, uh, you could say 0 *t*-5 we had the recycling going on then that we should have *t*-3 now. which *t*-2 was 0 all the milk bottles were glass"	the thing that *t*-1 strikes me	that *t*-1 strikes me	the thing that *t*-1 strikes me	is	the	thing	empty	copula	adjacent	definite	that	4	2		1181	" ""MALE"""	1958	32	" ""SOUTH MIDLAND"""	2	" ""CASH"""	1	6	A	3161	301	AIDS	2	2	3
104404:44	i guess 0 maybe this week someone may start *-1 getting them if the truck that *t*-2 picks them up is outfitted *-3 in time.	the truck that *t*-2 picks them up	that *t*-2 picks them up	the truck that *t*-2 picks them up	is	the	truck	nonempty	copula	adjacent	definite	that	5	3		1357	" ""FEMALE"""	1936	54	" ""NORTHERN"""	2	" ""CASH"""	35	67	A	3171	310	VACATION SPOTS	2	2	2
108388:23	"and one is the, the rap that *t*-3 is just funny, um,"	"the rap that *t*-3 is just funny, um"	"that *t*-3 is just funny, um"	one	is	the	rap	nonempty	copula	adjacent	definite	that	6	4		1410	" ""FEMALE"""	1955	35	" ""SOUTH MIDLAND"""	2	" ""CASH"""	30	45	B	3236	335	RECYCLING	2	1	1
109013:52	"what, what do you feel 0 *t*-2 is the, the major change that *t*-1's been going on?"	the major change that *t*-1's been going on	that *t*-1's been going on	*t*-2	is	the	change	nonempty	copula	adjacent	definite	that	6	4		1361	" ""FEMALE"""	1966	24	" ""WESTERN"""	2	" ""CASH"""	29	44	A	3238	329	WOMEN'S ROLES	1	1	1
11327:9	that's the one thing that *t*-1 really discourages me.	the one thing that *t*-1 really discourages me	that *t*-1 really discourages me	that		the	thing	empty	copula	adjacent	definite	that	5	3		1055	" ""FEMALE"""	1965	25	" ""SOUTH MIDLAND"""	2	" ""CASH"""	99	168	A	2111	335	RECYCLING	1	1	1
114347:9	i'm the one that *t*-1 pays for the phone.	the one that *t*-1 pays for the phone	that *t*-1 pays for the phone	i	'm	the	one	empty	copula	adjacent	definite	that	6	4		1422	" ""MALE"""	1956	34	" ""SOUTHERN"""	2	" ""CASH"""	40	65	B	3303	319	BASKETBALL	2	2	3
120937:12	"it's always the person that *t*-1's making the least amount,"	the person that *t*-1's making the least amount	that *t*-1's making the least amount	it		the	person	empty	copula	adjacent	definite	that	7	5	"This might be part of a cleft, but w/o the predicate, it can't be labeled as one.  If it is one, the RC would be internal to the focused NP, rather than being the predicate."	1414	" ""FEMALE"""	1941	49	" ""SOUTH MIDLAND"""	2	" ""GIFT"""	49	68	A	3368	336	RIGHT TO PRIVACY	2	1	1
122037:36	"and i guess 0 that's really th-, the thing that *t*-1 really bugs me the most."	the thing that *t*-1 really bugs me the most	that *t*-1 really bugs me the most	that	guess	the	thing	empty	copula	adjacent	definite	that	7	5		1350	" ""MALE"""	1939	51	" ""NEW ENGLAND"""	2	" ""CASH"""	82	112	B	3387	359	FEDERAL BUDGET	1	1	1
131987:6	"unfortunately the little portable p c that *t*-1 was plugged *-2 on the back was only a seven and a half megahertz, eighty, eighty-six."	the little portable p c that *t*-1 was plugged *-2 on the back	that *t*-1 was plugged *-2 on the back	the little portable p c that *t*-1 was plugged *-2 on the back	was	the	pc	nonempty	copula	adjacent	definite	that	8	6		1407	" ""MALE"""	1949	41	" ""NYC"""	3	" ""CASH"""	32	56	A	3561	359	FEDERAL BUDGET	3	1	1
132264:11	and he was the one that *t*-1 delivered it.	the one that *t*-1 delivered it	that *t*-1 delivered it	he	was	the	one	empty	copula	adjacent	definite	that	4	2		1455	" ""FEMALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	103	138	A	3565	332	HOME REPAIRS	1	1	1
134839:18	"but that, the guy that *t*-1's taken over for gorbachev, he's supposed *-3 to be, he's supposed *-2 to be on our side, isn't he *?*."	the guy that *t*-1's taken over for gorbachev	that *t*-1's taken over for gorbachev	he	supposed	the	guy	empty	copula	adjacent	definite	that	7	5		1468	" ""MALE"""	1943	47	" ""NORTH MIDLAND"""	3	" ""CASH"""	30	57	B	3607	332	HOME REPAIRS	1	1	1
135104:31	"the, the, the, what i call *t*-1 *rnr*-2 residential level at the side that *t*-3's in the hill is about four feet deep."	"the, what i call *t*-1 *rnr*-2 residential level at the side that *t*-3's in the hill"	that *t*-3's in the hill	"the, what i call *t*-1 *rnr*-2 residential level at the side that *t*-3's in the hill"	is	the	side	nonempty	copula	adjacent	definite	that	6	4		1455	" ""FEMALE"""	1960	30	" ""WESTERN"""	2	" ""CASH"""	67	90	A	3615	358	FAMILY LIFE	2	1	1
